©Çª«¦WºÙ	µ¥¯Å 	¥Í©R­È	°òÂ¦¸gÅç	±¼¸¨ª««~
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Bloody Mantis (¨ª­¸¼v¤§ªA)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Blue Linnex (ÂÅÄÆ¶³¤§¦ç)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Brown Requierre (½Å¤Ñ¤W¤§¦ç)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Beige Lineros (½ÅÄÆ¶³¤§¦ç)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Blue Orientican Pants (ÂÅ¿û¥É¿Ç)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Red Ice Queen Skirt (¬õ¿û¥É¸È)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Bloody Mantis Pants (¨ª­¸¼v¤§¿Ç)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Green Pirate Boots (ºñ­¸¼v¾c)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Green Enigma Shoes (ºñ±KªL¤§¾c)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Blue Wing Boots (ÂÅ­¸Ál¾c)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Red Rivers Boots (¬õ¦â¤ô´¹¹u)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Blue Halfglove (ÂÅ¦â§BÀï¤â®M)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Steel Aquila Shield («C»É¦y¨ëÅ@¬Þ)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Elixir (¯S®íÃÄ¤ô)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Mana Elixir (¬¡¤OÃÄ¤ô)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Wizard Potion (±j®ÄÅ]¤O¤ô)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Warrior Potion (§ðÀ»ÃÄ¤ô)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Scroll for Earring for INT 60% (¦ÕÀô´¼¤O¨÷¶b60%)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Scroll for Topwear for STR 60% (¤W¦ç¤O¶q¨÷¶b60%)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Scroll for Overall Armor for LUK 60% (®MªA©¯¹B¨÷¶b60%)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Scroll for Gloves for ATT 60% (¤â®M§ðÀ»¨÷¶b60%)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Horse Skull (°¨ÀY°©)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	The Summoning Rock (¥l³ê¥Û)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Bronze Ore («C»É¥ÀÄq)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Garnet Ore (¥Ûºh¥Û¥ÀÄq)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Amethyst Ore (µµ¤ô´¹¥ÀÄq)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	AquaMarine Ore (®üÂÅ¥Û¥ÀÄq)
Commander Skeleton (¾uÅ\«ü´§©x)	73	15300	315	Diamond Ore (Æp¥Û¥ÀÄq)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Mithril Planet (¾YÄq¾Ô²¯)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	White Nightfox (¥Õ¤ÑªÅ¤§´U)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Brown Pireta Hat (½Å¦â®üµs´U)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Green Ice Queen (ºñ¿û¥ÉñZ¥Ò)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Red Mystique (¬õ¦¶³¶¤§¥Ò)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Green Pris (ºñ®c¦ç)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Dark Anakarune (¶Â¸tÄÒ¤§ªA)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Dark Requierre (¶Â¤Ñ¤W¤§¦ç)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Green Enigma (ºñ¯«¥P¤§ªA)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Beige Lineros (½ÅÄÆ¶³¤§¦ç)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Green Ice Queen Skirt (ºñ¿û¥É¸È)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Red Mystique Pants (¬õ¦¶³¶¤§¿Ç)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Dark Elf Shoes (¶Â½b»î¾c)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Blue Rivers Boots (ÂÅ¦â¤ô´¹¹u)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Dark Lorin (¶Â¾Ô»î¤â®M)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Mithril Husk (¾YÄq·t¼v¤â®M)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Steel Ancient Shield (¿ûÅK¥j¬ÞµP)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Silver Ancient Shield (»È¥j¬ÞµP)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Red Seraph Cape (¬õ§¯ºë©Ü­·)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Buck (¾ðÆF¤§©ò)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Dark Ritual (¦ºÆFªk§ú)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Chrono (¹p¹q©ò)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Gigantic Sledge («Ê»î¤§Áè)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Golden Hinkel (¶À¯«¤})
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Beia Crash («ôº¸·´·À®±®M)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Power Elixir (¶W¯ÅÃÄ¤ô)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Dark Scroll for Accessory for STR 70% (¶Â·t¹¢«~¤O¶q 70% ±²¶b)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Scroll for Two-Handed Axe for ATT 60% (Âù¤â©ò§ðÀ»¤O 60% ±²¶b)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Scroll for Two-Handed Axe for Accuracy 10% (Âù¤â©ò©R¤¤¨÷¶b10%)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Taurospear Horn (ªøºj¤ûÅ]¤ý¤§¨¤)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	The Summoning Rock (¥l³ê¥Û)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Adamantium Ore (¦¶Äq¥Û¥ÀÄq)
Taurospear (ªøºj¤ûÅ]¤ý)	75	18000	350	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Pan Lid (Áç»\)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Jurgen Wristguard (±Ó±¶¬ÞµP)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Palette (½Õ¦â½L)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Silver Aquila Shield (»È¦y¨ëÅ@¬Þ)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Gold Aquila Shield (ª÷¦y¨ëÅ@¬Þ)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Esther Shield (Æp¥ÛÅ@¬Þ)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Scroll for Shield for Magic ATT 100% (¬ÞµPÅ]§ð 100% ±²¶b)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Scroll for Shield for ATT 100% (¬ÞµP§ðÀ»¤O 100% ±²¶b)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Scroll for Gloves for ATT 10% (¤â®M§ðÀ»¨÷¶b10%)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Dexterous Crystal Ore (±Ó±¶¤ô´¹¥ÀÄq)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Emerald Ore (¯ª¥Àºñ¥ÀÄq)
Tauroshield (¤ûÅ]¨¾¿mªÌ)	80	27000	900	Tauroshield Horn (¤ûÅ]¨¾¿mªÌ¤§¨¤)
Mano (¬õÄ_¤ý)	20	2000	210	Gold Burgernet Helm (¶Àª÷ÃM¤hÀY²¯)
Mano (¬õÄ_¤ý)	20	2000	210	Red Wizardry Hat (¬õ¦âªk®v´U)
Mano (¬õÄ_¤ý)	20	2000	210	Dark Tiberian (¶Â´£¨©¤§´U)
Mano (¬õÄ_¤ý)	20	2000	210	Black Hunter (¶ÂÂy¤H´U)
Mano (¬õÄ_¤ý)	20	2000	210	Brown Pitz Bandana (½Å¦â¥Ö¯÷ÀY¤y)
Mano (¬õÄ_¤ý)	20	2000	210	Black Bennis Chainmail (¶ÂÂy¤HªA)
Mano (¬õÄ_¤ý)	20	2000	210	Dark Master Sergeant (¶Â­x©xñZ¥Ò)
Mano (¬õÄ_¤ý)	20	2000	210	Black Sneak (¶Â±Ó±¶¤§ªA)
Mano (¬õÄ_¤ý)	20	2000	210	Red Shark (¬õÃM¤h¥Ò)
Mano (¬õÄ_¤ý)	20	2000	210	Red Bennis Chainmail (¬õ¥´ÂyªA)
Mano (¬õÄ_¤ý)	20	2000	210	Gold Sneak (ºñ±Ó±¶¤§ªA)
Mano (¬õÄ_¤ý)	20	2000	210	White Doros Robe (¥ÕÅ]ªÌ¤§³T)
Mano (¬õÄ_¤ý)	20	2000	210	Red Doroness Robe (¬õÅ]ªÌ¤§³T)
Mano (¬õÄ_¤ý)	20	2000	210	Brown Turk Gally (½Å¦â®üµsªA)
Mano (¬õÄ_¤ý)	20	2000	210	Dark War Boots (¶Â¾Ô°«¾c)
Mano (¬õÄ_¤ý)	20	2000	210	Red Jack Boots (¬õ¥Ö»sªø¹u)
Mano (¬õÄ_¤ý)	20	2000	210	Black Windshoes (¶ÂÄÆ­·¾c)
Mano (¬õÄ_¤ý)	20	2000	210	Black Lappy Boots (¶Â°lÀ»¾c)
Mano (¬õÄ_¤ý)	20	2000	210	Brown Wooden Krag (½Å¦â¤ì¾c)
Mano (¬õÄ_¤ý)	20	2000	210	White Fingerless Gloves (¥Õ¯¾µu¤â®M)
Mano (¬õÄ_¤ý)	20	2000	210	Dark Savata (¶Â©R¤¤¤â®M)
Mano (¬õÄ_¤ý)	20	2000	210	Dark Mesana (¶Â½åªÌ¤â®M)
Mano (¬õÄ_¤ý)	20	2000	210	Dark Wolfskin (¶Âºë¯«¤â®M)
Mano (¬õÄ_¤ý)	20	2000	210	Hard Leather Glove (½Å¦â°í©T¥Ö¤âµÃ)
Mano (¬õÄ_¤ý)	20	2000	210	Hammer (Áè¤l)
Mano (¬õÄ_¤ý)	20	2000	210	Red Potion (¬õ¦âÃÄ¤ô)
Mano (¬õÄ_¤ý)	20	2000	210	Green Apple («CÄ«ªG)
Mano (¬õÄ_¤ý)	20	2000	210	Sunrise Dew (²M±á¤§ÅS)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Helmet for Defense 60% (ÀY²¯¨¾¿m¤O 60% ±²¶b)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Helmet for Defense 10% (ÀY²¯¨¾¿m¤O 10% ±²¶b)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Earring for INT 60% (¦ÕÀô´¼¤O¨÷¶b60%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Earring for INT 10% (¦ÕÀô´¼¤O¨÷¶b10%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Topwear for Defense 60% (¤W¦ç¨¾¿m¤O 60% ±²¶b)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Topwear for Defense 10% (¤W¦ç¨¾¿m¤O 10% ±²¶b)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Topwear for STR 60% (¤W¦ç¤O¶q¨÷¶b60%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Overall Armor for DEX 60% (®MªA±Ó±¶¨÷¶b60%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Bottomwear for Defense 60% (¿Ç¸È¨¾¿m¤O 60% ±²¶b)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Shield for ATT 100% (¬ÞµP§ðÀ»¤O 100% ±²¶b)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Cape for INT 60% (©Ü­·´¼¤O¨÷¶b60%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for One-Handed Axe for Accuracy 10% (³æ¤â©ò©R¤¤¨÷¶b10%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for One-Handed BW for ATT 60% (³æ¤â´Ò§ðÀ»¨÷¶b60%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Dagger for ATT 10% (µu¼C§ðÀ»¨÷¶b10%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Wand for Magic ATT 60% (µu§úÅ]¤O¨÷¶b60%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Wand for Magic ATT 10% (µu§úÅ]¤O¨÷¶b10%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Staff for Magic ATT 60% (ªø§úÅ]¤O¨÷¶b60%)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Two-Handed Sword for ATT 60% (Âù¤â¼C§ðÀ»¤O 60% ±²¶b)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Pole Arm for Accuracy 10% (ªø¬`ªZ¾¹©R¤¤²v 10% ±²¶b)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Knuckler for ATT 60% («üªê§ðÀ»¤O 60% ±²¶b)
Mano (¬õÄ_¤ý)	20	2000	210	Scroll for Gun for ATT 10% (¤õºj§ðÀ»¨÷¶b10%)
Mano (¬õÄ_¤ý)	20	2000	210	Rainbow-colored Snail Shell (±m­i½½¤û´ß)
Mano (¬õÄ_¤ý)	20	2000	210	Blue Snail Shell (ÂÅÄ_´ß)
Mano (¬õÄ_¤ý)	20	2000	210	Red Snail Shell (¬õÄ_´ß)
Mano (¬õÄ_¤ý)	20	2000	210	Snail Shell (ºñÄ_´ß)
Mano (¬õÄ_¤ý)	20	2000	210	Bronze Ore («C»É¥ÀÄq)
Mano (¬õÄ_¤ý)	20	2000	210	Garnet Ore (¥Ûºh¥Û¥ÀÄq)
Stumpy (¤ì§¯¤ý)	35	3500	205	Gold Nordic Helm (¶Àª÷¿Õ°ÒÀY²¯)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Guiltian (¶ÂÅ]¹D¤§´U)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Distinction (¶Â¦Ðµ·µ³´U)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Pilfer (¶Â®üµsÀY¤y)
Stumpy (¤ì§¯¤ý)	35	3500	205	Red Misty (¬õ¦â¬Ó®aÀY¤y)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Piette (¶Â¶Q±Ú¤§ªA)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Shadow (¶Â·t¤§¼v)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Shadow (²`©]¤§¼v)
Stumpy (¤ì§¯¤ý)	35	3500	205	Maroon Jangoon Armor (µµª÷ñZ¥Ò)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Shadow (¶Â·t¤§¼v)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Shadow (²`©]¤§¼v)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Piettra (¶Â¤k¶Q±ÚªA)
Stumpy (¤ì§¯¤ý)	35	3500	205	Black Jangoon Armor (¶ÂÂí¤ëñZ¥Ò)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Starlight (¶Â¬P¥úªø³T)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Moonlight (¶Â¦â¤ë¥úªA)
Stumpy (¤ì§¯¤ý)	35	3500	205	Red Barbay (¬õ¦â³Â¥¬¦ç)
Stumpy (¤ì§¯¤ý)	35	3500	205	Black Lappy Boots (¶Â°lÀ»¾c)
Stumpy (¤ì§¯¤ý)	35	3500	205	Black Red-Lined Shoes (¬õ¬y¬P¾c)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Moon Shoes (¶Â¤ë¾c)
Stumpy (¤ì§¯¤ý)	35	3500	205	Red Pierre Shoes (¬õºëÆF¾c)
Stumpy (¤ì§¯¤ý)	35	3500	205	Maroon Jangoon Shoes (µµª÷¤ë¾c)
Stumpy (¤ì§¯¤ý)	35	3500	205	Brown Leather Krag (½Å¦â¦yÀY¥Ö¾c)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Knuckle (¶Â¦âªø¤â®M)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Arten (¶ÂºëÆF¤â®M)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Brace (¶Â«i®ð¤â®M)
Stumpy (¤ì§¯¤ý)	35	3500	205	Dark Cleave (¶Âµs¸é¤â®M)
Stumpy (¤ì§¯¤ý)	35	3500	205	Brown Barbee (½Å¦â·ç®¦¤âµÃ)
Stumpy (¤ì§¯¤ý)	35	3500	205	Wooden Top (¤ì»sªûÁ³)
Stumpy (¤ì§¯¤ý)	35	3500	205	Frying Pan (¦Ì¦÷°Çªº¥­©³Áç)
Stumpy (¤ì§¯¤ý)	35	3500	205	Orange Potion (¾ï¦âÃÄ¤ô)
Stumpy (¤ì§¯¤ý)	35	3500	205	Blue Potion (ÂÅ¦âÃÄ¤ô)
Stumpy (¤ì§¯¤ý)	35	3500	205	Sap of Ancient Tree (¬\¤ì¾ð²G)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Topwear for Defense 10% (¤W¦ç¨¾¿m¤O 10% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Overall Armor for DEX 10% (®MªA±Ó±¶¨÷¶b10%)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Bottomwear for Defense 10% (¿Ç¸È¨¾¿m¤O 10% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Shoes for Avoidability 60% (¾c¤l°jÁ×²v 60% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Gloves for Accuracy 60% (¤â®M©R¤¤²v 60% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Shield for Defense 60% (¬ÞµP¨¾¿m¤O 60% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Cape for Defense 60% (©Ü­·¨¾¿m¤O 60% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Cape for INT 60% (©Ü­·´¼¤O¨÷¶b60%)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Cape for INT 10% (©Ü­·´¼¤O¨÷¶b10%)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Cape for Defense 15% (©Ü­·¨¾¿m¤O 15% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for One-Handed Sword for ATT 60% (³æ¤â¼C§ðÀ»¨÷¶b60%)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for One-Handed Axe for ATT 60% (³æ¤â©ò§ðÀ»¨÷¶b60%)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for One-Handed BW for ATT 60% (³æ¤â´Ò§ðÀ»¨÷¶b60%)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Two-Handed Sword for ATT 10% (Âù¤â¼C§ðÀ»¤O 10% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Two-Handed Axe for Accuracy 60% (Âù¤â©ò©R¤¤¨÷¶b60%)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Two-Handed BW for ATT 60% (Âù¤â¶w¾¹§ðÀ»¤O 60% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Scroll for Pole Arm for Accuracy 60% (ªø¬`ªZ¾¹©R¤¤²v 60% ±²¶b)
Stumpy (¤ì§¯¤ý)	35	3500	205	Tree Branch (¾ðªK)
Stumpy (¤ì§¯¤ý)	35	3500	205	Leaf (¸­¤l)
Stumpy (¤ì§¯¤ý)	35	3500	205	Firewood (¤ì®ã)
Stumpy (¤ì§¯¤ý)	35	3500	205	Seedling (­]¤ì)
Stumpy (¤ì§¯¤ý)	35	3500	205	Processed Wood (¥[¤u¤ì§÷)
Stumpy (¤ì§¯¤ý)	35	3500	205	Bronze Ore («C»É¥ÀÄq)
Stumpy (¤ì§¯¤ý)	35	3500	205	Amethyst Ore (µµ¤ô´¹¥ÀÄq)
Faust (íL«ÍµU¤ý)	50	9800	410	Jeweled Katar (¾ðÆF¤§¼C)
Faust (íL«ÍµU¤ý)	50	9800	410	Buck (¾ðÆF¤§©ò)
Faust (íL«ÍµU¤ý)	50	9800	410	Knuckle Mace (±Û­·Áè)
Faust (íL«ÍµU¤ý)	50	9800	410	Shinkita (¯}¸H¤b)
Faust (íL«ÍµU¤ý)	50	9800	410	Cromi (¤jÅ]ªk®vµu§ú)
Faust (íL«ÍµU¤ý)	50	9800	410	Thorns (¥ÕÀs¤§§ú)
Faust (íL«ÍµU¤ý)	50	9800	410	Lion's Fang (ªê¼C)
Faust (íL«ÍµU¤ý)	50	9800	410	The Rising (¤Ó¶§¤§©ò)
Faust (íL«ÍµU¤ý)	50	9800	410	Golden Mole (¶Àª÷Áè)
Faust (íL«ÍµU¤ý)	50	9800	410	Serpent's Tongue (¤V¤K³D¥Ù)
Faust (íL«ÍµU¤ý)	50	9800	410	Fishing Pole (³¨³½§ý)
Faust (íL«ÍµU¤ý)	50	9800	410	The Nine Dragons (¤EÀs¤M)
Faust (íL«ÍµU¤ý)	50	9800	410	Olympus (¤Ñ¤})
Faust (íL«ÍµU¤ý)	50	9800	410	Rower (ª¢©¸)
Faust (íL«ÍµU¤ý)	50	9800	410	Dark Slain (¶Â¤â¥Ò)
Faust (íL«ÍµU¤ý)	50	9800	410	Fury Claw (´cÅ]¤§¤ö)
Faust (íL«ÍµU¤ý)	50	9800	410	Mr. Rasfelt (©Ô´µµá¯S¤§ºj)
Faust (íL«ÍµU¤ý)	50	9800	410	White Potion (¥Õ¦âÃÄ¤ô)
Faust (íL«ÍµU¤ý)	50	9800	410	Blue Potion (ÂÅ¦âÃÄ¤ô)
Faust (íL«ÍµU¤ý)	50	9800	410	Magic Potion (Å]¤OÃÄ¤ô)
Faust (íL«ÍµU¤ý)	50	9800	410	Wizard Potion (±j®ÄÅ]¤O¤ô)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Earring for INT 60% (¦ÕÀô´¼¤O¨÷¶b60%)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Overall Armor for Defense 60% (®MªA¨¾¿m¤O 60% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Overall Armor for INT 10% (®MªA´¼¤O¨÷¶b10%)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Shoes for Mobility 60% (¾c¤l²¾°Ê³t«× 60% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Gloves for Accuracy 60% (¤â®M©R¤¤²v 60% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Shield for Defense 60% (¬ÞµP¨¾¿m¤O 60% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Shield for ATT 100% (¬ÞµP§ðÀ»¤O 100% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Dark Scroll for Shield for STR 70% (¶Â·t¬ÞµP¤O¶q 70% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Shield for STR 60% (¬ÞµP¤O¶q¨÷¶b60%)
Faust (íL«ÍµU¤ý)	50	9800	410	Dark Scroll for Shield for STR 30% (¶Â·t¬ÞµP¤O¶q 30% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Cape for Defense 10% (©Ü­·¨¾¿m¤O 10% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Cape for INT 60% (©Ü­·´¼¤O¨÷¶b60%)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Cape for INT 10% (©Ü­·´¼¤O¨÷¶b10%)
Faust (íL«ÍµU¤ý)	50	9800	410	Dark Scroll for Cape for Defense 70% (¶Â·t©Ü­·¨¾¿m¤O 70% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Wand for Magic ATT 10% (µu§úÅ]¤O¨÷¶b10%)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Staff for Magic ATT 60% (ªø§úÅ]¤O¨÷¶b60%)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Two-Handed Axe for ATT 60% (Âù¤â©ò§ðÀ»¤O 60% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Spear for ATT 10% (ºj§ðÀ»¨÷¶b10%)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Crossbow for ATT 60% (©¸§ðÀ»¨÷¶b60%)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Claw for ATT 60% (®±®M§ðÀ»¨÷¶b60%)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Knuckler for ATT 10% («üªê§ðÀ»¤O 10% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Dark Scroll for Knuckler for ATT 30% (¶Â·t«üªê§ðÀ»¤O 30% ±²¶b)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Gun for ATT 60% (¤õºj§ðÀ»¨÷¶b60%)
Faust (íL«ÍµU¤ý)	50	9800	410	Scroll for Gun for ATT 10% (¤õºj§ðÀ»¨÷¶b10%)
Faust (íL«ÍµU¤ý)	50	9800	410	Leather (°Êª«¥Ö)
Faust (íL«ÍµU¤ý)	50	9800	410	Lupin Doll (µU¤l«½«½)
Faust (íL«ÍµU¤ý)	50	9800	410	Lupin's Banana (­»¿¼)
Faust (íL«ÍµU¤ý)	50	9800	410	Cursed Doll (¶A©G«½«½)
Faust (íL«ÍµU¤ý)	50	9800	410	Orihalcon Ore (µµÄq¥Û¥ÀÄq)
Faust (íL«ÍµU¤ý)	50	9800	410	Sapphire Ore (ÂÅÄ_¥Û¥ÀÄq)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Red Oriental Helmet (±N­xªº¬õÀY²¯)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Seraphis (¶Â©M¥­¤§´U)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Identity (¶Â§ÔªÌÀY¤y)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Black Polyfeather Hat (¶Â¤}¦Ð)
